date,state,district,crop_type,crop_species,production,temperature,precipitation,humidity,radiation,soil_type,irrigation,soil_type_encoded,soil_precip_interaction,month,month_sin,month_cos,log_production,crop_species_encoded,district_encoded,state_encoded,crop_type_encoded,temp_humidity_interaction
01/01/2017,Johor,batu pahat,cash_crops,cassava,113.99375,0.5,0.14728682170542629,-0.5,0.6739659367396593,loam,0,476.0759983879392,4617.93718436301,1,0.4999999999999999,0.8660254037844387,1.2351476939509405,51.98842910190507,39.100087620563905,40.28118378169791,36.196198384697134,-0.25
01/01/2017,Johor,batu pahat,cash_crops,groundnuts,0.0,0.5,0.14728682170542629,-0.5,0.6739659367396593,loam,0,476.0759983879392,4617.93718436301,1,0.4999999999999999,0.8660254037844387,0.0,2.4475826648217622,39.100087620563905,40.28118378169791,36.196198384697134,-0.25
01/01/2017,Johor,batu pahat,cash_crops,sweet_corn,0.0,0.5,0.14728682170542629,-0.5,0.6739659367396593,loam,0,476.0759983879392,4617.93718436301,1,0.4999999999999999,0.8660254037844387,0.0,73.26154249486116,39.100087620563905,40.28118378169791,36.196198384697134,-0.25
01/01/2017,Johor,batu pahat,cash_crops,sweet_potato,113.99375,0.5,0.14728682170542629,-0.5,0.6739659367396593,loam,0,476.0759983879392,4617.93718436301,1,0.4999999999999999,0.8660254037844387,1.2351476939509405,27.966010698428118,39.100087620563905,40.28118378169791,36.196198384697134,-0.25
01/01/2017,Johor,batu pahat,cash_crops,yam,113.99375,0.5,0.14728682170542629,-0.5,0.6739659367396593,loam,0,476.0759983879392,4617.93718436301,1,0.4999999999999999,0.8660254037844387,1.2351476939509405,18.447157924085957,39.100087620563905,40.28118378169791,36.196198384697134,-0.25
01/01/2017,Johor,batu pahat,cash_crops,yambean,0.0,0.5,0.14728682170542629,-0.5,0.6739659367396593,loam,0,476.0759983879392,4617.93718436301,1,0.4999999999999999,0.8660254037844387,0.0,12.878579597309068,39.100087620563905,40.28118378169791,36.196198384697134,-0.25
01/01/2017,Johor,batu pahat,cash_crops,yellow_sugar_cane,0.0,0.5,0.14728682170542629,-0.5,0.6739659367396593,loam,0,476.0759983879392,4617.93718436301,1,0.4999999999999999,0.8660254037844387,0.0,40.36786126338785,39.100087620563905,40.28118378169791,36.196198384697134,-0.25
01/01/2017,Johor,batu pahat,fruit,banana,113.99375,0.5,0.14728682170542629,-0.5,0.6739659367396593,loam,0,476.0759983879392,4617.93718436301,1,0.4999999999999999,0.8660254037844387,1.2351476939509405,96.15981270203572,39.100087620563905,40.28118378169791,38.246121200000005,-0.25
01/01/2017,Johor,batu pahat,fruit,cempedak,113.99375,0.5,0.14728682170542629,-0.5,0.6739659367396593,loam,0,476.0759983879392,4617.93718436301,1,0.4999999999999999,0.8660254037844387,1.2351476939509405,54.10150707955258,39.100087620563905,40.28118378169791,38.246121200000005,-0.25
01/01/2017,Johor,batu pahat,fruit,ciku,0.0,0.5,0.14728682170542629,-0.5,0.6739659367396593,loam,0,476.0759983879392,4617.93718436301,1,0.4999999999999999,0.8660254037844387,0.0,9.223627243108574,39.100087620563905,40.28118378169791,38.246121200000005,-0.25
01/01/2017,Johor,batu pahat,fruit,dokong,28.0,0.5,0.14728682170542629,-0.5,0.6739659367396593,loam,0,476.0759983879392,4617.93718436301,1,0.4999999999999999,0.8660254037844387,0.8765468517678303,22.964436600139567,39.100087620563905,40.28118378169791,38.246121200000005,-0.25
01/01/2017,Johor,batu pahat,fruit,dragon_fruit,113.99375,0.5,0.14728682170542629,-0.5,0.6739659367396593,loam,0,476.0759983879392,4617.93718436301,1,0.4999999999999999,0.8660254037844387,1.2351476939509405,12.337001221956003,39.100087620563905,40.28118378169791,38.246121200000005,-0.25
